1,,2,,3,,4,
9999999,9999999,307.6654086,-302.6897721,9999999,9999999,9999999,9999999
9999999,9999999,308.859344,-303.6298611,9999999,9999999,9999999,9999999
9999999,9999999,310.0629411,-304.5575487,9999999,9999999,9999999,9999999
9999999,9999999,311.2813404,-305.4657255,9999999,9999999,9999999,9999999
9999999,9999999,312.507507,-306.3633818,9999999,9999999,9999999,9999999
9999999,9999999,313.7318975,-307.2634546,9999999,9999999,9999999,9999999
9999999,9999999,314.9492809,-308.1729859,9999999,9999999,9999999,9999999
9999999,9999999,316.1596876,-309.0917818,9999999,9999999,9999999,9999999
9999999,9999999,317.3651088,-310.017108,9999999,9999999,9999999,9999999
9999999,9999999,318.5661054,-310.9481699,9999999,9999999,9999999,9999999
9999999,9999999,319.7613906,-311.8865519,9999999,9999999,9999999,9999999
9999999,9999999,320.9499948,-312.8333824,9999999,9999999,9999999,9999999
9999999,9999999,322.1334352,-313.7866605,9999999,9999999,9999999,9999999
9999999,9999999,323.3157672,-314.7413123,9999999,9999999,9999999,9999999
9999999,9999999,324.501417,-315.6918393,9999999,9999999,9999999,9999999
9999999,9999999,325.6924191,-316.6356519,9999999,9999999,9999999,9999999
9999999,9999999,326.8867711,-317.575223,9999999,9999999,9999999,9999999
9999999,9999999,328.0784639,-318.5181656,9999999,9999999,9999999,9999999
9999999,9999999,329.2588129,-319.4752683,9999999,9999999,9999999,9999999
9999999,9999999,330.4186635,-320.4571083,9999999,9999999,9999999,9999999
9999999,9999999,331.5512328,-321.4702949,9999999,9999999,9999999,9999999
9999999,9999999,332.6550139,-322.5147726,9999999,9999999,9999999,9999999
9999999,9999999,333.7353487,-323.5834875,9999999,9999999,9999999,9999999
9999999,9999999,334.8030727,-324.664801,9999999,9999999,9999999,9999999
9999999,9999999,335.8700236,-325.7468735,9999999,9999999,9999999,9999999
9999999,9999999,336.9434314,-326.822541,9999999,9999999,9999999,9999999
9999999,9999999,338.0220957,-327.8929414,9999999,9999999,9999999,9999999
9999999,9999999,339.0957943,-328.9683258,9999999,9999999,9999999,9999999
9999999,9999999,340.1471021,-330.0656089,9999999,9999999,9999999,9999999
9999999,9999999,341.153867,-331.2038961,9999999,9999999,9999999,9999999
9999999,9999999,342.0912921,-332.3999317,9999999,9999999,9999999,9999999
9999999,9999999,342.9338675,-333.6645748,9999999,9999999,9999999,9999999
9999999,9999999,343.6582572,-335.0004262,9999999,9999999,9999999,9999999
9999999,9999999,344.2479194,-336.4009735,9999999,9999999,9999999,9999999
9999999,9999999,344.6983567,-337.8523036,9999999,9999999,9999999,9999999
9999999,9999999,345.0196632,-339.3375795,9999999,9999999,9999999,9999999
9999999,9999999,345.2330115,-340.8421644,9999999,9999999,9999999,9999999
9999999,9999999,345.3610523,-342.3563938,9999999,9999999,9999999,9999999
9999999,9999999,345.4164655,-343.8750167,9999999,9999999,9999999,9999999
9999999,9999999,345.3945171,-345.3944942,9999999,9999999,9999999,9999999
9999999,9999999,345.2733048,-346.9092851,9999999,9999999,9999999,9999999
9999999,9999999,345.021197,-348.4078512,9999999,9999999,9999999,9999999
