1,,2,,3,
233.7617762,-278.2984259,382.6012291,-370.0320797,474.8824592,-298.0876757
233.7848513,-279.9098266,384.0777935,-370.3912945,473.2923417,-298.0206898
233.9274236,-281.5150641,385.5531702,-370.7553384,471.7008676,-298.0333942
234.2093605,-283.1017702,387.0238388,-371.1379551,470.1101245,-298.0830571
234.6307707,-284.6572691,388.488487,-371.5430182,468.5194741,-298.1355476
235.1764783,-286.1736429,389.948482,-371.9645472,466.9282657,-298.1669192
235.8266948,-287.6482283,391.4067394,-372.3920445,465.3367647,-298.1593017
236.567594,-289.0793979,392.8659784,-372.8161784,463.7465233,-298.0955586
237.3960088,-290.4617502,394.3277837,-373.2313818,462.160985,-297.9577758
238.3165362,-291.7845421,395.7927081,-373.6354424,460.5857218,-297.7309437
239.3339747,-293.0343239,397.2606002,-374.0285844,459.0273483,-297.4078394
240.4464947,-294.2002752,398.7305412,-374.413997,457.4919646,-296.9888612
241.6436768,-295.2791264,400.2005609,-374.7991129,455.9859869,-296.4740847
242.9097719,-296.2762135,401.6677126,-375.1950097,454.5211809,-295.8517161
244.2295247,-297.2011091,403.1289172,-375.6123136,453.1226412,-295.0920476
245.5934064,-298.0596002,404.58254,-376.0553108,451.8362579,-294.1549547
246.9999412,-298.8462682,406.0298416,-376.5185533,450.7299399,-293.0109016
248.4535634,-299.5420779,407.4746715,-376.9894419,449.8821088,-291.6640864
249.9581534,-300.1194236,408.9207583,-377.4564478,449.3580474,-290.1613858
251.510075,-300.5537432,410.3684769,-377.9183865,449.1861412,-288.5792114
253.0966409,-300.8364881,411.8137582,-378.3879005,449.3484453,-286.995993
254.701706,-300.9812604,413.2501724,-378.883835,449.7900277,-285.4669395
256.3128746,-301.017768,414.6746115,-379.4131771,450.4399413,-284.0141381
257.9239275,-300.9767398,416.0960865,-379.9505832,451.2330769,-282.6343124
259.5323353,-300.8757608,417.5394977,-380.4260989,452.1259611,-281.3168466
261.1358844,-300.7151631,419.0287095,-380.7287123,453.1038652,-280.0611863
262.7310601,-300.485923,420.5482127,-380.7321279,454.1771128,-278.8859849
264.3139745,-300.183391,422.0173693,-380.3445347,455.3653434,-277.8272374
265.8833845,-299.8171563,423.3185195,-379.5598589,456.6758873,-276.9243441
267.4429228,-299.4109284,424.3739646,-378.4665755,458.0909788,-276.1961026
268.9995985,-298.9938884,425.2123947,-377.1989152,459.5738121,-275.6179678
270.5598097,-298.5902841,425.9654195,-375.8788278,461.0845928,-275.1173053
272.1268257,-298.2139549,426.7958171,-374.60625,462.5872808,-274.5929982
273.7013252,-297.870272,427.8161604,-373.4802695,464.0424307,-273.9485166
275.2832692,-297.5626669,429.0518111,-372.5958481,465.40143,-273.120317
276.8729563,-297.2979791,430.4560994,-372.0152072,466.613716,-272.0891999
278.4705755,-297.086397,431.9521153,-371.7483303,467.6409321,-270.8735823
280.0751491,-296.9364166,433.4717384,-371.7581612,468.4660224,-269.5126394
281.6843625,-296.8492729,434.9747213,-371.9826407,469.0922669,-268.0495018
283.2956278,-296.8177455,436.4471012,-372.3586792,469.5353856,-266.5209097
284.9071482,-296.8307894,437.8892699,-372.8376654,469.8149272,-264.9541325
286.5179451,-296.8807899,439.305288,-373.3891701,469.9496894,-263.368333
288.127151,-296.9680909,440.6990434,-373.9947325,469.9584332,-261.7768432
289.7333544,-297.0994964,442.0761454,-374.6372781,469.8637316,-260.1881458
291.3345489,-297.2820606,443.4468451,-375.2933823,469.6949128,-258.6056018
292.928884,-297.5171317,444.8251793,-375.9332763,469.4866491,-257.0277652
294.5155399,-297.7994294,446.2234877,-376.5282333,469.2724941,-255.4507242
296.094497,-298.1220169,447.6468751,-377.0604162,469.0759326,-253.8713964
297.6649986,-298.4835357,449.0925931,-377.5285792,468.9035633,-252.2892403
299.2238338,-298.8924425,450.5539801,-377.9452668,468.7446997,-250.7056681
300.7644976,-299.3652162,452.0248902,-378.326967,468.5785036,-249.1228532
302.2776505,-299.9197564,453.5020599,-378.6836762,468.3851449,-247.5431295
303.7529703,-300.5682767,454.9853359,-379.0140781,468.154607,-245.9683988
305.1817762,-301.3137098,456.476278,-379.307945,467.8880943,-244.3993537
306.5589285,-302.1507387,457.9760439,-379.552817,467.5919583,-242.8356296
307.8826867,-303.0698884,459.4840563,-379.7403338,467.2691453,-241.2771936
309.1522826,-304.0625122,460.9982452,-379.8687953,466.9146318,-239.7256624
310.3638604,-305.1251796,462.5161451,-379.9412716,466.5180483,-238.1843518
311.5059769,-306.2621759,464.0356426,-379.9612677,466.071048,-236.6569008
312.5564847,-307.4843109,465.5549312,-379.9291356,465.573379,-235.1451955
313.4832143,-308.8027598,467.0720324,-379.8415562,465.0331496,-233.6481703
314.2506068,-310.2198664,468.5844933,-379.6941641,464.4618478,-232.1627266
314.8320628,-311.7228575,470.089687,-379.4852216,463.8685541,-230.6859295
315.2235562,-313.2861394,471.5855629,-379.217592,463.2575184,-229.2163849
315.4520423,-314.8814375,473.0711309,-378.8976547,462.6299496,-227.7538247
315.5758359,-316.4882731,474.5461764,-378.5322629,461.9877375,-226.2976347
315.6797453,-318.0965368,476.0106394,-378.1265348,461.3363113,-224.8455424
315.8679948,-319.6971248,477.4646554,-377.6848328,460.6854227,-223.3932083
316.2519744,-321.2622891,478.909789,-377.2148784,460.0476977,-221.9350473
316.9257999,-322.7261439,480.3506983,-376.7321122,459.4339931,-220.4666208
317.9311241,-323.9855142,481.7951668,-376.2601071,458.8437988,-218.9885881
319.2324067,-324.9359726,483.2508303,-375.8238944,458.2515144,-217.511355
320.7312181,-325.5281055,484.7200757,-375.4359011,457.5963682,-216.0608554
322.3195842,-325.8011953,486.1970682,-375.0783758,456.7900095,-214.6886938
323.9299838,-325.8649329,487.6666188,-374.6911724,455.7510711,-213.4831773
325.5414349,-325.8458857,489.0965662,-374.1766853,454.4541861,-212.5609607
327.1529703,-325.8396212,490.4201728,-373.4302453,452.956362,-212.0234127
328.7636776,-325.8923462,491.5281652,-372.3904715,451.3696089,-211.9008697
330.3709734,-326.009717,492.2994974,-371.08139,449.7949978,-212.1328613
331.9739058,-326.1763729,492.6667401,-369.60694,448.274114,-212.6020351
333.5738022,-326.3700201,492.667684,-368.087221,446.795236,-213.190133
335.1734979,-326.5653423,492.4374543,-366.5849247,445.3325189,-213.8173034
336.776137,-326.7347735,492.1495565,-365.0928162,443.8739454,-214.4541033
338.3832131,-326.8548974,491.9513287,-363.5862935,442.4250982,-215.1127391
339.993514,-326.9187909,491.9218666,-362.0669962,441.0027048,-215.826682
341.6048864,-326.9450374,492.0617553,-360.5537827,439.6278092,-216.6282578
343.2162136,-326.9733256,492.3169951,-359.0557086,438.3168251,-217.5305538
344.8261202,-327.0461897,492.6205502,-357.5667147,437.0664557,-218.5151798
346.4314474,-327.1878206,492.9259796,-356.0781035,435.836383,-219.5252212
348.0298024,-327.3938608,493.2191548,-354.5870199,434.5483625,-220.4603125
349.6227572,-327.6381456,493.5094204,-353.0953715,433.1254539,-221.1731982
351.2144863,-327.8902363,493.8118288,-351.60614,431.5654015,-221.487012
352.8079015,-328.1314571,494.1341465,-350.1210875,429.9905395,-221.2596071
354.4031518,-328.3602493,494.4750118,-348.6401818,428.6093439,-220.4694812
355.9988639,-328.5857785,494.829443,-347.1624648,427.5966447,-219.2418583
357.5938985,-328.8160484,495.1933011,-345.6870414,426.9858071,-217.7720237
359.1885442,-329.0490193,495.5617283,-344.2127513,426.6634365,-216.2132772
360.7845978,-329.2721298,495.9240056,-342.7369344,426.4570412,-214.6352244
362.3838799,-329.4707222,496.2620024,-341.2553727,426.2300513,-213.0600403
363.9862746,-329.6424142,496.5570286,-339.7646686,425.9230749,-211.4984004
365.5888583,-329.8126169,496.8017694,-338.2648791,425.5394868,-209.9537837
367.1836862,-330.0448033,497.0061911,-336.759055,425.1034327,-208.4231685
368.7467461,-330.4374924,497.1864439,-335.2501629,424.6193438,-206.9070368
370.2158254,-331.099979,497.3373366,-333.7380176,424.050819,-205.4204658
371.4747217,-332.1059196,497.4048293,-332.2197746,423.3260447,-204.0035122
372.3735257,-333.4433274,497.282506,-330.7050369,422.368298,-202.7324646
372.7920273,-334.9994044,496.8489926,-329.2487324,421.1399192,-201.7206786
372.7082878,-336.6087053,496.0377751,-327.964075,419.6775638,-201.0929799
372.2173603,-338.143801,494.8891569,-326.9694122,418.0938624,-200.9368398
371.4861579,-339.5801662,493.5265798,-326.2963384,416.535381,-201.259031
370.6890976,-340.9808543,492.0738116,-325.8496931,415.1166846,-201.9803526
369.9693847,-342.4226882,490.6039827,-325.4640481,413.872911,-202.9734642
369.4222093,-343.9384619,489.1563529,-325.0022356,412.7621821,-204.1133802
369.0856023,-345.5144838,487.7551306,-324.4141027,411.708833,-205.3064288
368.9461201,-347.1200341,486.39963,-323.7270542,410.6489858,-206.4936943
368.9627355,-348.7315387,485.0663668,-322.9979116,409.5498335,-207.6446872
369.0961346,-350.337588,483.7336295,-322.2678063,408.4035546,-208.7487626
369.328364,-351.9323482,482.3987426,-321.5415873,407.2123667,-209.8042281
369.6664163,-353.5080692,481.075033,-320.79523,405.9777399,-210.808533
370.1320687,-355.0508908,479.7797547,-320.0005776,404.697608,-211.7541469
370.7456991,-356.5410464,478.5230381,-319.1462168,403.3689199,-212.6302219
371.513582,-357.9579041,477.3030555,-318.2401631,401.9906984,-213.4261058
372.4250671,-359.2869507,476.1108988,-317.2978062,400.5647353,-214.1329012
373.4591269,-360.5230363,474.9409588,-316.3280025,399.0946852,-214.742718
374.5940774,-361.667182,473.7967086,-315.3280232,397.5857726,-215.2487692
375.8139718,-362.7202857,472.6855511,-314.2914219,396.0455346,-215.6494718
377.1090437,-363.6794223,471.6034165,-313.2245354,394.4837426,-215.9556256
378.4719478,-364.5394443,470.5169137,-312.161984,392.9103235,-216.1950319
379.8939094,-365.2978512,469.36045,-311.1760041,391.3331757,-216.4084569
381.3639941,-365.958172,468.0665175,-310.3791901,389.7580472,-216.636201
382.8713826,-366.5282224,466.6216114,-309.909096,388.1888412,-216.9017112
384.4080221,-367.0139335,465.1025023,-309.8791197,386.6258542,-217.2017491
385.9692786,-367.4134948,463.6473197,-310.3164526,385.0642616,-217.5089649
387.5520664,-367.7167045,462.3717595,-311.1424837,383.4969,-217.7851638
389.1519251,-367.9105841,461.2993773,-312.2193958,381.9196582,-217.9977714
390.7616507,-367.987586,460.3653839,-313.4181879,380.3337314,-218.1310231
392.372798,-367.9505383,459.4786724,-314.6522554,378.7431903,-218.1868504
393.9782908,-367.8106404,458.5766833,-315.8752285,377.151702,-218.1768789
395.5732616,-367.5798907,457.6352302,-317.0681052,375.5614835,-218.1125908
397.1534139,-367.2631978,456.6470829,-318.2226031,373.973882,-218.0010481
398.7124853,-366.8551959,455.5995225,-319.3234874,372.3897065,-217.8483787
400.2405853,-366.3432731,454.4690928,-320.3390666,370.8085954,-217.6666552
401.7244137,-365.7144688,453.2343109,-321.2247783,369.2284394,-217.4768008
403.1496019,-364.9621526,451.8922537,-321.9375501,367.6464394,-217.3030559
404.5043741,-364.0893741,450.4626903,-322.4528922,366.0612567,-217.1612619
405.7827673,-363.1081126,448.977321,-322.773771,364.4737023,-217.048951
406.9855923,-362.0355523,447.4653828,-322.9265495,362.8855441,-216.9455448
408.118326,-360.8892148,445.9459212,-322.9495624,361.2986395,-216.824561
409.1867473,-359.6827122,444.4277824,-322.8821697,359.7145892,-216.6706146
410.1926004,-358.4235741,442.9133585,-322.7564845,358.1334088,-216.4894584
411.1319058,-357.1140455,441.402893,-322.5898385,356.5527832,-216.3035821
411.9973041,-355.7545483,439.8980685,-322.3781611,354.9701134,-216.1360761
412.7835733,-354.347805,438.4050477,-322.0949819,353.3849691,-215.9937688
413.4933613,-352.9009595,436.9373976,-321.7009889,351.7989695,-215.8612707
414.1395497,-351.4246077,435.5164928,-321.1622811,350.2146452,-215.7101867
414.7424846,-349.9300705,434.1654384,-320.466667,348.6348287,-215.5176516
415.3236674,-348.4269436,432.8992225,-319.6264306,347.0606548,-215.2833281
415.8997043,-346.9218381,431.7211547,-318.6664991,345.4882207,-215.0374701
416.4796377,-345.4182291,430.6302197,-317.6085958,343.908953,-214.840095
417.0661569,-343.9171767,429.6316371,-316.4631224,342.3187456,-214.7747108
417.6588443,-342.4185491,428.7399743,-315.2326058,340.7354535,-214.9362502
418.2569489,-340.9220754,427.972123,-313.9212607,339.2156066,-215.408205
418.8601392,-339.4276444,427.3364514,-312.5409773,337.8525604,-216.2295359
419.467384,-337.9348562,426.8276004,-311.109069,336.742072,-217.3694197
420.0754762,-336.4424127,426.4311592,-309.6420578,335.9275211,-218.7366902
420.6789148,-334.9480817,426.1331191,-308.1519414,335.3655915,-220.2258394
421.2717965,-333.4495317,425.9255481,-306.6465576,334.9447497,-221.7607746
421.8507492,-331.9455452,425.8056336,-305.1316689,334.5431973,-223.3007549
422.4168828,-330.4366857,425.7727852,-303.6123928,334.0819701,-224.8239438
422.9750964,-328.9248785,425.8298017,-302.0938274,333.5420708,-226.3211011
423.5308584,-327.4121687,425.988324,-300.5824787,332.947161,-227.7972604
424.0865882,-325.8994468,426.2720916,-299.0895758,332.3335503,-229.2657281
424.6403448,-324.3860014,426.7109163,-297.634708,331.7276559,-230.7373974
425.1879841,-322.8703324,427.325523,-296.244955,331.138712,-232.2159355
425.7273587,-321.3517023,428.1129112,-294.9452519,330.5636614,-233.6999317
426.2613875,-319.8311832,429.0438745,-293.7441613,329.9959719,-235.1867588
426.7973093,-318.3113312,430.0747726,-292.6276562,329.4315418,-236.6748264
427.342158,-316.7946574,431.1645999,-291.5686185,328.8702473,-238.1640797
427.8976277,-315.2818397,432.2877233,-290.5449654,328.3152308,-239.6556841
428.4584242,-313.770988,433.4384378,-289.5524196,327.7714535,-241.151422
429.0158658,-312.2588971,434.6266184,-288.6050554,327.2432189,-242.6527186
429.5645509,-310.7436065,435.8664879,-287.7264443,326.7306071,-244.159422
430.1071466,-309.2261224,437.1653629,-286.9376733,326.2268476,-245.66911
430.652842,-307.7097528,438.5196537,-286.2483516,325.7195885,-247.177624
431.2091714,-306.1972542,439.9188148,-285.6553641,325.1966978,-248.6807888
431.772357,-304.6872878,441.3518335,-285.1496555,324.6532739,-250.1766549
432.3238208,-303.1729996,442.8110966,-284.725592,324.094897,-251.6670065
432.8380707,-301.6456922,444.2922494,-284.3858094,323.5346658,-253.1566603
433.3018082,-300.1023054,445.7915498,-284.1381342,322.985836,-254.6505497
433.7378694,-298.5508138,447.3035812,-283.986477,322.4544353,-256.150729
434.2210324,-297.013257,448.8217866,-283.9207895,321.9358709,-257.6553961
434.8694134,-295.5377912,450.3413924,-283.9107637,321.4170966,-259.1599899
435.8012087,-294.2229956,451.8610319,-283.9047715,320.8828928,-260.6591721
437.0665923,-293.2253399,453.3789778,-283.8326215,320.3228983,-262.1489123
438.5943612,-292.7132568,454.8824062,-283.6111226,319.7361057,-263.6283045
440.2043051,-292.780383,456.3319411,-283.1549055,319.1311272,-265.1003553
441.6978653,-293.385539,457.6490067,-282.3969664,318.5225305,-266.5709124
442.9693,-294.3760692,458.7189786,-281.3180257,317.9249871,-268.0459933
444.049842,-295.5719831,459.4209374,-279.9703995,317.3475939,-269.5290776
445.0550083,-296.8316504,459.6772988,-278.4726754,316.7906132,-271.0199501
446.0940388,-298.0634619,459.4934599,-276.9642433,316.245995,-272.5153835
447.2186026,-299.2177954,458.9562697,-275.5426477,315.7014283,-274.0108344
448.4284497,-300.2824482,458.1921283,-274.2290088,315.145995,-275.5022822
449.7014219,-301.2707469,457.3186419,-272.9854894,314.5747716,-276.9877549
451.0169626,-302.201618,456.4181609,-271.7614199,313.9903708,-278.4680942
452.3643586,-303.0857479,455.5330242,-270.5261904,313.4009644,-279.9464473
453.7401907,-303.9249386,454.6731578,-269.2732294,312.8159312,-281.4265353
455.14268,-304.7187814,453.8312921,-268.008108,312.2412992,-282.9106926
456.5690831,-305.4688109,452.9989059,-266.73673,311.677278,-284.3989157
458.0175269,-306.1753413,452.1745795,-265.4601108,311.1191962,-285.8893759
459.4901652,-306.8299589,451.3626929,-264.1755465,310.5612146,-287.3798732
460.9934785,-307.4106762,450.5672294,-262.8807478,310.0003408,-288.8692849
462.533818,-307.8844899,449.7868564,-261.5767965,309.437977,-290.3581348
464.1107476,-308.2167627,449.014485,-260.2680898,308.8779431,-291.8478621
465.7137561,-308.3825465,448.240531,-258.9603194,308.3224569,-293.3392913
467.3253001,-308.3735984,447.4569551,-257.6582919,307.769118,-294.8315193
468.9272074,-308.1973242,446.6598544,-256.3644998,307.2113969,-296.3221142
470.5049874,-307.8690017,445.8503055,-255.0784595,306.6426442,-297.8085339
472.0475666,-307.4024933,445.0340862,-253.7966416,306.0608906,-299.2899148
473.5441626,-306.8046883,444.2204342,-252.5131927,305.4709208,-300.7680437
474.9815958,-306.0760333,443.4194822,-251.2217821,304.8819977,-302.2465887
476.3444164,-305.2158845,442.6385266,-249.9181824,304.3026729,-303.72892
477.6182656,-304.2287436,441.8786164,-248.6022015,303.7360917,-305.2161699
478.7945527,-303.1271502,441.1337335,-247.2776555,303.1788576,-306.7069478
479.872942,-301.9295468,440.3937629,-245.9503604,302.6240808,-308.1986409
480.8591447,-300.6549545,439.6497662,-244.6253188,302.0662846,-309.6892076
481.7589254,-299.3179532,438.8981046,-243.3046091,301.5046559,-311.178335
482.5720507,-297.9265503,438.1407922,-241.9871313,300.9426362,-312.6673147
483.2897285,-296.4836005,437.3823952,-240.6702782,300.3846686,-314.1578172
483.8966297,-294.9906762,436.6261879,-239.3521662,299.8327538,-315.6505718
484.3760138,-293.4520613,435.8723403,-238.0327031,299.2851845,-317.1449262
484.7150696,-291.8765638,435.1189209,-236.7129956,298.7379301,-318.6393956
484.9076639,-290.2765417,434.3641753,-235.3940462,298.187211,-320.1325917
484.9532533,-288.665612,433.6078433,-234.0760057,297.6312804,-321.6238554
484.853049,-287.0571548,432.8506634,-232.7584521,297.070512,-323.1133068
484.6062255,-285.4645945,432.093125,-231.4411046,296.5063749,-324.6014855
484.2090002,-283.9027472,431.3350959,-230.1240395,295.9404526,-326.0889862
483.6577556,-282.3883947,430.576851,-228.8070986,295.3740891,-327.576319
482.9547683,-280.9382449,429.8205787,-227.4890236,294.808375,-329.0638988
482.1128963,-279.5640546,429.0711717,-226.167033,294.2439745,-330.5519776
481.1554827,-278.2676973,428.3361271,-224.8370028,293.6808381,-332.0405353
480.1103526,-277.0409548,427.6253826,-223.4938294,293.1183615,-333.5293423
479.0002097,-275.8727224,426.9517044,-222.1316868,292.5563021,-335.0183069
477.8336472,-274.7608168,426.3310464,-220.7445835,291.9959142,-336.5079016
476.6016805,-273.7218344,425.7814709,-219.3278166,291.4402683,-337.9992715
475.2843338,-272.7935217,425.3198677,-217.8799993,290.8932318,-339.4938206
473.8668259,-272.0268958,424.9575951,-216.4041894,290.3576561,-340.9925148
